domain,reachable,tls_versions,preferred_cipher,cert_subject_cn,cert_issuer,sig_alg,key_type,key_size,valid_from,valid_to,validity_days,ocsp_stapling,errors
toporando.fr,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,toporando.fr,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/1/2025,1/30/2026,90,unknown,
sdtb.de,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,*.sdtb.de,Sectigo Public Server Authentication CA DV R36,sha256WithRSAEncryption,RSA,2048,7/9/2025,7/23/2026,379,unknown,
patientsreach.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,app.practicenumbers.com,Amazon RSA 2048 M03,sha256WithRSAEncryption,RSA,2048,2/14/2025,3/14/2026,393,unknown,
cretec.kr,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.cretec.kr,GoGetSSL RSA DV CA,sha256WithRSAEncryption,RSA,2048,6/9/2025,7/9/2026,395,unknown,
minikoyuncu.org,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,minikoyuncu.org,R12,sha256WithRSAEncryption,RSA,2048,11/3/2025,2/1/2026,90,unknown,
somno.cl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,somno.cl,R12,sha256WithRSAEncryption,RSA,4096,11/14/2025,2/12/2026,90,unknown,
lords.today,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,lords.today,E8,ecdsa-with-SHA384,ECDSA,secp384r1,10/16/2025,1/14/2026,90,unknown,
jeujouet.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,jeujouet.com,Certainly Intermediate R1,sha256WithRSAEncryption,RSA,2048,11/17/2025,12/17/2025,30,unknown,
drivers-download.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,drivers-download.net,E7,ecdsa-with-SHA384,ECDSA,secp256r1,10/14/2025,1/12/2026,90,unknown,
mps.k12.al.us,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mps.k12.al.us,R13,sha256WithRSAEncryption,RSA,2048,10/10/2025,1/8/2026,90,unknown,
linuxboom.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.linuxboom.com,R12,sha256WithRSAEncryption,RSA,2048,11/10/2025,2/8/2026,90,unknown,
surveyinstrumentsales.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,surveyinstrumentsales.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/14/2025,2/12/2026,90,unknown,
battdepot.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,battdepot.com,Thawte TLS RSA CA G1,sha256WithRSAEncryption,RSA,2048,8/14/2025,8/27/2026,378,unknown,
animelab.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,animelab.com,Amazon RSA 2048 M03,sha256WithRSAEncryption,RSA,2048,6/5/2025,7/4/2026,394,unknown,
ultahhost.skin,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ultahhost.skin,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/2/2025,1/31/2026,90,unknown,
xn--2s2b99c38x33b65k.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,xn--2s2b99c38x33b65k.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,9/30/2025,12/29/2025,90,unknown,
progavrichenko.ru,TRUE,TLSv1.2,ECDHE-ECDSA-AES128-GCM-SHA256,progavrichenko.ru,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/29/2025,12/28/2025,90,unknown,
raisingteenstoday.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,raisingteenstoday.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/29/2025,1/27/2026,90,unknown,
financeit.io,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,www.financeit.io,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,6/30/2025,7/28/2026,393,unknown,
medra.org,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,*.medra.org,DigiCert TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,1/14/2025,1/18/2026,369,unknown,
jkns.pl,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,jkns.pl,R13,sha256WithRSAEncryption,RSA,2048,9/10/2025,12/9/2025,90,unknown,
source4game.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,source4game.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/12/2025,2/10/2026,90,unknown,
sdc.org,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,*.sdc.org,SSL.com RSA SSL subCA,sha256WithRSAEncryption,RSA,2048,5/9/2025,5/3/2026,359,unknown,
expinet.net,FALSE,,,,,,,,,,,,_ssl.c:993: The handshake operation timed out
institutoibest.org.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,institutoibest.org.br,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/18/2025,1/16/2026,90,unknown,
castingcouch-hd.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
ericafae.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.b-cdn.net,Sectigo Public Server Authentication CA DV R36,sha256WithRSAEncryption,RSA,2048,11/6/2025,11/11/2026,370,unknown,
correspondentesnaweb.com.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,correspondentesnaweb.com.br,E7,ecdsa-with-SHA384,ECDSA,secp256r1,10/24/2025,1/22/2026,90,unknown,
tbmbm.net,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
tubuz.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
gehealthcare.co.uk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.gehealthcare.com,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,7/29/2025,7/28/2026,364,unknown,
shervinvip.site,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
imlabs.com.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,homolog.ead.imlabs.com.br,R13,sha256WithRSAEncryption,RSA,2048,10/13/2025,1/11/2026,90,unknown,
ifminvestors.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ifminvestors.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/27/2025,1/25/2026,90,unknown,
nickelodeon.gr,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,nickelodeon.gr,R12,sha256WithRSAEncryption,RSA,2048,11/9/2025,2/7/2026,90,unknown,
it-partner.com,FALSE,,,,,,,,,,,,timed out
luckyniki.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
gadgetsonline.co.nz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,gadgetsonline.co.nz,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/30/2025,12/29/2025,90,unknown,
bilingual.ru,FALSE,,,,,,,,,,,,[Errno 11002] getaddrinfo failed
webxdubai.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,webxdubai.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/14/2025,2/12/2026,90,unknown,
yogapgpay1.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
fintech.tv,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,fintech.tv,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/26/2025,12/25/2025,90,unknown,
raovatnailsalon.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,raovatnailsalon.com,R12,sha256WithRSAEncryption,RSA,2048,10/10/2025,1/8/2026,90,unknown,
pogoskill.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pogoskill.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/26/2025,1/24/2026,90,unknown,
newmobility.news,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,newmobility.news,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/13/2025,2/11/2026,90,unknown,
vulgarisation-informatique.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.vulgarisation-informatique.com,R13,sha256WithRSAEncryption,RSA,2048,10/13/2025,1/11/2026,90,unknown,
wixidns.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,wixidns.com,R13,sha256WithRSAEncryption,RSA,4096,9/24/2025,12/23/2025,90,unknown,
tambo.pe,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,tambo.pe,R12,sha256WithRSAEncryption,RSA,2048,10/11/2025,1/9/2026,90,unknown,
beatles.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,beatles.com,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,5/25/2025,6/22/2026,393,unknown,
166-hello.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
landofbeds.co.uk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,landofbeds.co.uk,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/28/2025,1/26/2026,90,unknown,
damamobilespares.co.ke,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,damamobilespares.co.ke,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/28/2025,12/28/2025,91,unknown,
cenobitz.pl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,cenobitz.pl,R12,sha256WithRSAEncryption,RSA,4096,11/11/2025,2/9/2026,90,unknown,
topalovic.rs,TRUE,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,ruzelipolista.org,R12,sha256WithRSAEncryption,RSA,2048,9/27/2025,12/26/2025,90,unknown,
astronomerswithoutborders.org,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,astronomerswithoutborders.org,R13,sha256WithRSAEncryption,RSA,2048,11/2/2025,1/31/2026,90,unknown,
6l777.bet,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
5mh3sw.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,5mh3sw.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/19/2025,2/17/2026,90,unknown,
agrochowski.pl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.agrochowski.pl,Shoper DV TLS G2 R34 CA,sha256WithRSAEncryption,RSA,2048,12/12/2024,12/12/2025,365,unknown,
chitadelivery.co.il,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,chitadelivery.co.il,R12,sha256WithRSAEncryption,RSA,2048,10/8/2025,1/6/2026,90,unknown,
fluxys.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,fluxys.com,Gandi RSA Domain Validation Secure Server CA 3,sha384WithRSAEncryption,ECDSA,secp256r1,2/19/2025,3/18/2026,392,unknown,
allezlestademontois.fr,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,allezlestademontois.fr,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/1/2025,1/30/2026,90,unknown,
ambnew88.co,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ambnew88.co,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/28/2025,12/27/2025,90,unknown,
bdgin8.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bdgin8.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/3/2025,2/1/2026,90,unknown,
iprange.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,iprange.net,R13,sha256WithRSAEncryption,RSA,3072,10/25/2025,1/23/2026,90,unknown,
agrolsklep.pl,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,agrolsklep.pl,ZeroSSL ECC Domain Secure Site CA,ecdsa-with-SHA384,ECDSA,secp256r1,10/19/2025,1/17/2026,90,unknown,
bikeheroes.at,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bikeheroes.at,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/6/2025,1/4/2026,90,unknown,
685xjw.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,685xjw.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/16/2025,2/14/2026,90,unknown,
audiograffiti.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,audiograffiti.com,R12,sha256WithRSAEncryption,RSA,2048,9/26/2025,12/25/2025,90,unknown,
anjuss.com.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,anjuss.com.br,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/8/2025,1/6/2026,90,unknown,
bus.gi,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
boboo77.homes,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,boboo77.homes,E7,ecdsa-with-SHA384,ECDSA,secp256r1,10/4/2025,1/2/2026,90,unknown,
ck33login.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ck33login.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/21/2025,1/19/2026,90,unknown,
7893236.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,7893235.com,Amazon RSA 2048 M04,sha256WithRSAEncryption,RSA,2048,11/21/2025,12/20/2026,394,unknown,
snap.as,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,snap.as,R12,sha256WithRSAEncryption,RSA,2048,10/29/2025,1/27/2026,90,unknown,
classicbaram.gg,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,classicbaram.gg,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/11/2025,2/9/2026,90,unknown,
berkahamanah.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,berkahamanah.com,R13,sha256WithRSAEncryption,RSA,4096,11/23/2025,2/21/2026,90,unknown,
bugio7.tv,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bugio7.tv,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/26/2025,1/24/2026,90,unknown,
boedjangroup.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,boedjangroup.com,E7,ecdsa-with-SHA384,ECDSA,secp256r1,9/28/2025,12/27/2025,90,unknown,
guruwaraya.lk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,guruwaraya.lk,WR3,sha256WithRSAEncryption,RSA,2048,10/9/2025,1/7/2026,90,unknown,
fetimation.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
halo88terbang.pro,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
family-cinema.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,family-cinema.com,R12,sha256WithRSAEncryption,RSA,4096,11/11/2025,2/9/2026,90,unknown,
bridge1151.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,bridge1151.com,R13,sha256WithRSAEncryption,RSA,2048,9/27/2025,12/26/2025,90,unknown,
diagnostiekvooru.nl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.diagnostiekvooru.nl,Sectigo RSA Organization Validation Secure Server CA,sha256WithRSAEncryption,RSA,4096,12/16/2024,1/12/2026,392,unknown,
garasi189.art,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
gamesbet1.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
hotellinx.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,hotellinx.com,R13,sha256WithRSAEncryption,RSA,2048,11/16/2025,2/14/2026,90,unknown,
ehbina.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.ehbina.com,Certum Domain Validation CA SHA2,sha256WithRSAEncryption,RSA,2048,1/14/2025,1/14/2026,365,unknown,
fesspa.com.tr,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.fesspa.com.tr,RapidSSL TLS RSA CA G1,sha256WithRSAEncryption,RSA,2048,3/11/2025,3/10/2026,364,unknown,
hakutea.jp,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.hakutea.jp,R12,sha256WithRSAEncryption,RSA,2048,10/14/2025,1/12/2026,90,unknown,
cocinaconvalentino.com.ar,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,cocinaconvalentino.com.ar,R12,sha256WithRSAEncryption,RSA,2048,11/6/2025,2/4/2026,90,unknown,
maruhigoodslabo.jp,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
idiom-encyclopedia.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.idiom-encyclopedia.com,R12,sha256WithRSAEncryption,RSA,2048,10/4/2025,1/2/2026,90,unknown,
moemax.rs,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,moemax.rs,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/26/2025,12/25/2025,90,unknown,
kibun-jojo.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
mtybets.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
emastpa.com.my,TRUE,TLSv1.2,ECDHE-RSA-AES256-SHA384,*.emastpa.com.my,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,4096,5/20/2025,6/21/2026,397,unknown,
mircaraudio.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mircaraudio.com,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,11/18/2024,12/9/2025,386,unknown,
minova.com.ua,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,minova.com.ua,R13,sha256WithRSAEncryption,RSA,2048,10/19/2025,1/17/2026,90,unknown,
mangaspyfamily.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mangaspyfamily.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/29/2025,12/28/2025,90,unknown,
manutdfanatics.hu,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.manutdfanatics.hu,R13,sha256WithRSAEncryption,RSA,2048,10/19/2025,1/17/2026,90,unknown,
monopolitimes.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,monopolitimes.com,R13,sha256WithRSAEncryption,RSA,2048,11/23/2025,2/21/2026,90,unknown,
isexshop.sk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.isexshop.sk,R13,sha256WithRSAEncryption,RSA,2048,11/19/2025,2/17/2026,90,unknown,
omnisai.org,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,omnisai.org,R12,sha256WithRSAEncryption,RSA,2048,11/14/2025,2/12/2026,90,unknown,
picellileiloes.com.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,picellileiloes.com.br,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/26/2025,12/25/2025,90,unknown,
na55.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,na55.net,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/22/2025,1/20/2026,90,unknown,
nvision-dz.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mail.nvision-dz.com,R12,sha256WithRSAEncryption,RSA,2048,9/29/2025,12/28/2025,90,unknown,
polondo.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,polondo.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/2/2025,12/31/2025,90,unknown,
directwed.co.kr,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.ssrow.com,AlphaSSL CA - SHA256 - G2,sha256WithRSAEncryption,RSA,2048,10/4/2018,10/4/2020,731,unknown,
p-t-a.shop,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,p-t-a.shop,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/3/2025,1/1/2026,90,unknown,
nouvellesrencontres60.fr,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,namoro40.com.br,E7,ecdsa-with-SHA384,ECDSA,secp384r1,11/20/2025,2/18/2026,90,unknown,
pkk.net.pl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pkk.net.pl,R12,sha256WithRSAEncryption,RSA,2048,11/9/2025,2/7/2026,90,unknown,
portaldelligue.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
liquimolyturkey.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,liquimolyturkey.com,R13,sha256WithRSAEncryption,RSA,2048,9/25/2025,12/24/2025,90,unknown,
nslsugars.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,nslsugars.com,R12,sha256WithRSAEncryption,RSA,4096,10/24/2025,1/22/2026,90,unknown,
lda.gop.pk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,lda.gop.pk,R12,sha256WithRSAEncryption,RSA,2048,11/6/2025,2/4/2026,90,unknown,
pcdpharmafranchiseindia.co.in,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pcdpharmafranchiseindia.co.in,R12,sha256WithRSAEncryption,RSA,2048,11/21/2025,2/19/2026,90,unknown,
reyfortuna.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
prenetix.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.prenetix.ru,R13,sha256WithRSAEncryption,RSA,2048,9/21/2025,12/20/2025,90,unknown,
reijou-rankou-club.click,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
onlinerme.com,FALSE,,,,,,,,,,,,timed out
prbone.link,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,prbone.link,R13,sha256WithRSAEncryption,RSA,4096,10/19/2025,1/17/2026,90,unknown,
sar288slot.org,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
sc168auto.co,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,sc168auto.co,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/27/2025,1/25/2026,90,unknown,
narita-aeonmall.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,narita-aeonmall.com,SECOM Passport for Web SR 3.0 CA,sha256WithRSAEncryption,RSA,2048,11/11/2025,12/4/2026,388,unknown,
skcet.ac.in,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,skcet.ac.in,R13,sha256WithRSAEncryption,RSA,4096,10/29/2025,1/27/2026,90,unknown,
sprachenlernen24-onlinekurs.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,17min.io,R12,sha256WithRSAEncryption,RSA,2048,10/6/2025,1/4/2026,90,unknown,
sestaporta.news,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,sestaporta.news,R12,sha256WithRSAEncryption,RSA,2048,11/14/2025,2/12/2026,90,unknown,
starkl.sk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,starkl.sk,R12,sha256WithRSAEncryption,RSA,2048,11/12/2025,2/10/2026,90,unknown,
rechargewifi.jp,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,www.rechargewifi.jp,GlobalSign GCC R6 AlphaSSL CA 2023,sha256WithRSAEncryption,RSA,2048,12/3/2024,1/4/2026,397,unknown,
wilkinsrv.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,wilkinsrv.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/25/2025,1/23/2026,90,unknown,
thephonem.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,thephonem.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/28/2025,12/27/2025,90,unknown,
super10.cl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,super10.cl,R13,sha256WithRSAEncryption,RSA,2048,11/19/2025,2/17/2026,90,unknown,
totokingpr.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,totokingpr.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/7/2025,1/5/2026,90,unknown,
melasnetwork.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,melasnetwork.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/11/2025,2/9/2026,90,unknown,
zahradnictvi-montano.cz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.zahradnictvi-montano.cz,ZeroSSL ECC Domain Secure Site CA,ecdsa-with-SHA384,ECDSA,secp384r1,10/30/2025,1/28/2026,90,unknown,
brwn.loan,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,brwn.loan,Amazon RSA 2048 M01,sha256WithRSAEncryption,RSA,2048,10/24/2025,11/22/2026,394,unknown,
v999s3.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
valtellinamobile.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,valtellinamobile.it,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/10/2025,1/8/2026,90,unknown,
tique-internacional.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,tique-internacional.com,ZeroSSL RSA Domain Secure Site CA,sha384WithRSAEncryption,RSA,2048,10/31/2025,1/29/2026,90,unknown,
thehamptons.in,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,thehamptons.in,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/3/2025,1/1/2026,90,unknown,
sydansatakunta.fi,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,suurkeuruu.fi,Amazon RSA 2048 M03,sha256WithRSAEncryption,RSA,2048,2/18/2025,3/19/2026,394,unknown,
ulasimburada.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ulasimburada.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/10/2025,2/8/2026,90,unknown,
precisionhawk.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,precisionhawk.com,R13,sha256WithRSAEncryption,RSA,2048,11/11/2025,2/9/2026,90,unknown,
annazuckerman.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,annazuckerman.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/26/2025,12/25/2025,90,unknown,
mics-sandbox.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
qrsign.jp,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,qrsign.jp,R13,sha256WithRSAEncryption,RSA,2048,10/3/2025,1/1/2026,90,unknown,
spx.tw,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,spx.tw,GlobalSign GCC R6 AlphaSSL CA 2023,sha256WithRSAEncryption,RSA,2048,5/26/2025,6/27/2026,397,unknown,
jungesterne.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
